Row,Business Type,Business Name,Phone,Rating,Website,Email
188,Gym / Fitness Center,Total Body Fitness & Wellness,+1 905-463-2013,4.8,http://www.totalbodyfitnessandwellness.com/,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; tbfitnessinc@gmail.com
189,Gym / Fitness Center,GoodLife Fitness Brampton Kingspoint Plaza,+1 905-452-7299,4.4,https://www.goodlifefitness.com/clubs/club.202.html?utm_source=G&utm_medium=LPM&utm_campaign=GoodlifeFitness,members@goodlifefitness.com
190,Gym / Fitness Center,Planet Fitness,+1 289-764-1835,4.1,https://www.planetfitness.ca/gyms/brampton-centennial-mall?utm_medium=organic&utm_source=extnet,press@pfhq.com
191,Gym / Fitness Center,Anytime Fitness,+1 905-970-9200,4.5,https://www.anytimefitness.ca/gyms/2287/Brampton-ON-L7A-3R9/,customercare@abcfitness.com
192,Gym / Fitness Center,Dreamland Athletics,+1 226-577-2122,4.8,https://dreamlandathletics.com/,dreamlandathletics@gmail.com
193,Gym / Fitness Center,Shaped by Strength,+1 647-871-8384,5,https://www.instagram.com/shapedbystrength_/,
194,Gym / Fitness Center,TopNotch Performance & Nutrition,+1 647-641-4807,4.9,http://www.tnpfit.ca/,
195,Gym / Fitness Center,Mahila WOMENS GYM with personal training for women,+1 437-313-2921,4.6,https://www.mahila.ca/,mymail@mailservice.com; support@mahila.ca
198,Gym / Fitness Center,Fit4Less,+1 905-840-5464,3.1,https://www.fit4less.ca/locations/provinces/ontario/brampton/brampton-worthington?utm_source=G&utm_medium=lpm&utm_campaign=fit4less,
199,Gym / Fitness Center,Gore Meadow Gym,+1 905-874-3477,4.4,https://www.brampton.ca/EN/residents/Recreation/Programs-Activities/pages/fitness.aspx,mara.lanz@brampton.ca
202,Beauty Salon & Spa,Jasmine Beauty Bar,+1 905-840-6135,4.5,http://jasminebeautybar.com/,virainsondhi12@gmail.com
208,Beauty Salon & Spa,Deep Touch Beauty Salon,+1 905-452-3224,4,https://deeptouchbeautysalon.ca/,deepbeautysalon@gmail.com
209,Beauty Salon & Spa,Doctor of Beauty – Hair • Facial • Lash Lift • Brows • Waxing • Spa,+1 437-601-0040,4.8,http://doctorofbeautyca.com/,
210,Beauty Salon & Spa,Favourite Salon & Spa,+1 905-457-4247,4.6,https://favouritesalon.com/,info@favouritesalon.com
212,Beauty Salon & Spa,Lilac Salon and Spa,+1 905-459-4772,4.1,https://lilacsalonandspa.org/services/,
213,Beauty Salon & Spa,A-One Salon and Spa by Suman B,+1 905-843-4000,4.4,http://facebook.com/aonesalonandspa/,
214,Beauty Salon & Spa,Rani's Beauty Salon Laser & Spa,+1 905-970-5559,4.8,http://ranibeautysalon.ca/,
215,Beauty Salon & Spa,Glow Girl Esthetic Studio,+1 437-438-8777,5,https://glowgirlesthetics.square.site/,13e49d785d8d4f828038b6136f3b48ba@sentry.io; glowgirlesthetics@hotmail.com; hi@mystore.com
216,Beauty Salon & Spa,Preet Bridal Beauty Salon and Spa,+1 905-840-4700,4.9,https://www.tiktok.com/@preetbridalbeauty,
219,Beauty Salon & Spa,Sarpz Salon & Spa,+1 416-302-0416,4.8,https://sarpzsalonspa.ca/,info@sarpzsalonspa.ca; sarpzsalon@gmail.com
220,Optometry Clinic,Brampton Optometric Clinic,+1 905-453-3503,4.8,http://boceyes.com/,staff@boceyes.com
221,Optometry Clinic,Brampton Optometrists,+1 905-455-1050,4.6,http://www.bramptonoptometrists.com/,
222,Optometry Clinic,Eye Optical - Brampton West (Fletchers),+1 905-499-4334,4.9,http://www.eyeopticalstore.com/,
223,Optometry Clinic,Noor Eye Clinic & Optical Testing Store,+1 905-230-0970,4.4,https://eyeclinicdirectory.ca/clinic/noor-eye-clinic-optical-testing-store-brampton,
224,Optometry Clinic,"Mint Eyecare (formerly of Dr. M. Chiu, Dr. K. Fong & Associates of Shoppers World Brampton)",+1 905-451-2199,4.8,http://www.minteyecare.ca/,info@minteyecare.ca; info@minteyecare.ca
225,Optometry Clinic,Bramalea Optometric Clinic,+1 905-791-5520,4.7,https://bramaleaoptometric.com/,
226,Optometry Clinic,iSmile Optometry Centre,+1 905-457-4700,4.2,http://www.brampton-optometrist.ca/,
227,Optometry Clinic,Westpoint Optical,+1 905-488-1626,4.9,https://westpointoptical.ca/locations/brampton-west/,
228,Optometry Clinic,"Akal Optical - Optometry, Optician, Optical Store Brampton",+1 905-846-8400,4.7,https://akaloptical.com/bovaird-dr/,info@akaloptical.com
229,Optometry Clinic,Eyeology Optometry & Eyewear,+1 905-459-1888,4.9,https://www.eyeology.com/,info@eyeology.com
230,Optometry Clinic,Eye Level Optical + Optometry,+1 905-970-8800,4.4,https://www.eyeleveloptical.com/,hello@eyeleveloptical.com
231,Optometry Clinic,Brampton Family Eye Care,+1 905-497-1422,4.9,http://bramptonfamilyeyecare.com/,bramptonfamilyeyecare@gmail.com
232,Optometry Clinic,Optical Pulse,+1 905-796-1100,4.8,http://opticalpulse.com/,info@opticalpulse.com
233,Optometry Clinic,Fandor Vision Point | Dr Harbir Pandhair,+1 905-840-2333,4.5,http://fandorvisionpoint.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; info@fandorvisionpoint.com
234,Optometry Clinic,Drs. J & K Gill and Associates (Brampton Optometrists),+1 905-799-3514,4.8,https://www.drgillsoffice.com/,brampton@drgillsoffice.com
235,Optometry Clinic,Brampton Eye Clinic,+1 647-348-9926,5,https://www.bramptoneyeclinic.com/,
236,Optometry Clinic,Vivid Eyecare,+1 905-454-3937,4.8,https://www.vivideyes.ca/,info@vivideyes.ca
237,Optometry Clinic,Brampton Eye Care - Dr. Chaudhury & associates,+1 905-457-7677,4.5,http://www.bramptoneyecare.ca/,
238,Optometry Clinic,LMC Optometry Brampton,+1 905-450-3848,5,https://lmcoptometry.ca/location/brampton/,barrieeyecare@lmc.ca; bayvieweyecare@lmc.ca; bolton@individualeyes.ca; bramptoneyecare@lmc.ca; ottawaeyecare@lmc.ca; richmondhill@individualeyes.ca; sbeyecare@lmc.ca; thornhilleyecare@lmc.ca
240,Pharmacy,Gillingham Pharmacy,+1 905-459-7800,4.6,http://gillinghampharmacy.ca/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; gillinghampharmacy@gmail.com
241,Pharmacy,Hooper's Pharmacy,+1 905-451-2453,3.9,https://hoopershealth.com/,info@hoopershealth.com
242,Pharmacy,Spring Valley Pharmacy,+1 905-450-6444,3.7,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/spring-valley-pharmacy-7019148,
243,Pharmacy,People's Compounding Pharmacy & Medical Clinic,+1 905-453-8141,5,https://peoplescompoundingpharmacy.ca/,
244,Pharmacy,Pulse Pharmacy,+1 289-801-8997,4,https://pulseucc.com/our-services/pharmacy/?utm_source=google&utm_medium=organic&utm_campaign=pharmacygmblisting,
245,Pharmacy,Pendale pharmacy,+1 905-789-6500,4.3,https://pendalepharmacy.ca/,eben@eyebytes.com; pendalepharmacy@gmail.com
246,Pharmacy,Guardian James Potter Road Pharmacy,+1 905-456-0800,4,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/james-potter-road-pharmacy-7017609?utm_source=google&utm_medium=maps&utm_campaign=local_presence,
247,Pharmacy,Guardian DOWNTOWN BRAMPTON PHARMACY,+1 905-874-0000,4,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/downtown-brampton-pharmacy-7029020?utm_source=google&utm_medium=maps&utm_campaign=local_presence,
248,Pharmacy,Pharmasave BramNorth Pharmacy,+1 905-792-7333,3.9,https://pharmasave.com/brampton-bramnorth,atulbadiani@hotmail.com; crystalbeachpharmacy@gmail.com; madawaskadrugs@gmail.com; pharmasave9407@gmail.com; portagepharmasave@gmail.com; ps406@email.ca
249,Pharmacy,MedGuru Pharmacy,+1 905-450-7111,4.6,http://medguru.ca/,medgurupharmacy@gmail.com
250,Pharmacy,Main St Pharmacy (PharmaChoice),+1 905-454-3008,4.5,http://pharmachoice.com/,
251,Pharmacy,Sandalwood Medical Pharmacy,+1 905-495-5855,4.3,https://sandalwoodpharmacy.ca/,hello@rfuenzalida.com; impallari@gmail.com; info@indiantypefoundry.com; sandalwood.pharmacy@gmail.com
252,Pharmacy,Lormel Pharmacy,+1 905-846-6800,3.9,https://sites.google.com/view/lormelmedicalcenter/pharmacy,asxvmprobertest@gmail.com; smart.journey.prober@gmail.com
254,Pharmacy,Greencross Pharmacy,+1 905-840-7133,4.6,https://wexfordmed.com/our-pharmacy/,info@wexfordmed.com; info@wexfordmed.com
255,Pharmacy,Ultracare Specialty Pharmacy,+1 905-495-1110,4.6,http://www.ultracarespecialtypharmacy.ca/,
256,Pharmacy,Vodden Medical Pharmacy - The Compounding Centre,+1 905-455-3381,4.7,https://voddenpharmacy.com/,cosimo@voddenpharmacy.com
258,Pharmacy,Pharmasave Westbram,+1 905-454-5111,4.1,https://www.pharmasavewestbram.com/,info@pharmasavewestbram.com
259,Chiropractic Clinic,Life Chiropractic & Wellness Centre,+1 905-840-9481,4.8,https://www.grablife.ca/?utm_source=gmb&utm_medium=organic,header@2x.jpg; our-services-banner@2x.jpg
260,Chiropractic Clinic,Intelligent Health Group - Brampton,+1 647-499-1444,4.9,https://intelligenthealthgroup.ca/chiropractic-clinic-brickyard-brampton/,info@intelligenthealthgroup.ca
261,Chiropractic Clinic,Justine Blainey Wellness Centre,+1 905-840-9355,4.7,https://www.blaineywellness.com/?schedule_source=GMB,
262,Chiropractic Clinic,First Chiropractic Care Centre,+1 905-457-8172,4.9,https://www.fcccbrampton.ca/,contact@mysite.com; info@fcccbrampton.ca; info@fcccbrampton.com
263,Chiropractic Clinic,Ladak Chiropractic Health Centre,+1 905-497-3655,4.8,https://ladakchiropractichealthcentre.com/,_info@ladakchiropractichealthcentre.com; _info@ladakchiropractichealthcentre.com
264,Chiropractic Clinic,Heart Lake Chiropractic and Spinal Decompression Centre,+1 905-840-1330,4.3,http://heartlakechiro.com/,
265,Chiropractic Clinic,Hill Chiropractic,+1 905-451-7157,4.8,http://www.drronhillchiropractic.com/,
266,Chiropractic Clinic,Epic Health and Movement,+1 905-500-5718,5,http://www.epichealthandmovement.com/,epichealthandmovement@gmail.com
267,Chiropractic Clinic,Sandalwood Chiropractic & Wellness Centre,+1 905-459-0685,4.4,http://sandalwoodchiropractic.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; sandalwoodchiropractic@hotmail.com
268,Chiropractic Clinic,Bramalea Chiropractic Walk-In and Physiotherapy Clinic,+1 905-791-7011,4.3,https://www.drkeogh.com/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-website,dr.p.keogh@gmail.com
269,Chiropractic Clinic,Abbott Chiropractic Clinic,+1 905-453-0032,4.9,http://www.abbottchiropractic.ca/,
270,Chiropractic Clinic,Head To Toe Wellness Centre,+1 905-453-1806,4.8,http://www.headtotoechiropractic.com/,headtotoechiropractic@gmail.com
271,Chiropractic Clinic,Durham Chiropractic and Wellness Centre,+1 905-799-0080,4.8,http://www.bramptonchirowellness.com/,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 54b4aac306184111a223c0f4aea635c3@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; info@bramptonchirowellness.com
272,Chiropractic Clinic,Dr. Doug - Chiropractor,+1 905-453-1806,5,https://www.drdoug.ca/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business+Profile+,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; example@mysite.com; info@drdoug.ca
273,Chiropractic Clinic,Active Life Wellness Center,+1 647-955-8032,4.8,https://www.alwc.ca/,
276,Chiropractic Clinic,Dr. Sonam Chahal - Chiropractic Doctor & Physiotherapy - Five Senses Spa and Wellness Centre,+1 416-991-2737,5,https://www.fivesenseswellness.com/chiropractic-care,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 59f3fdbcc4da44ab841236a7406e9b3b@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; fivesensesdayspa@gmail.com
277,Chiropractic Clinic,Center For The Rehabilitation Sciences Inc (CRS Inc.),+1 905-874-1282,5,http://www.livepainfreenow.ca/,dr.spinalpain@gmail.com
278,Chiropractic Clinic,Newlight Pain Clinic,+1 905-454-9101,4.1,https://www.newlightpainclinic.ca/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; info@downtowntorontowellness.ca; info@newlightnorthyork.com; newlightfrontoffice@gmail.com
279,Funeral Home,Brampton Funeral Home & Cemetery,+1 905-460-9155,4.6,https://www.arbormemorial.ca/en/brampton.html?utm_source=google&utm_medium=organic&utm_campaign=0341_brampton_google-my-business,
280,Funeral Home,Ward Funeral Home,+1 905-451-2124,4.4,https://www.wardfuneralhomes.com/,mymail@mailservice.com
281,Funeral Home,Scott Funeral Home - Brampton Chapel,+1 905-451-1100,4.5,https://www.arbormemorial.ca/en/scott-brampton.html?utm_source=google&utm_medium=organic&utm_campaign=7110_scott-brampton_google-my-business,
282,Funeral Home,Andrews Community Funeral Centre - Bramalea Chapel,+1 905-456-8190,4.9,https://www.dignitymemorial.com/en-ca/funeral-homes/ontario/brampton/andrews-community-funeral-centre-bramalea-chapel/3163?utm_source=google_my_business&utm_medium=organic,
283,Funeral Home,Brampton Crematorium & Visitation Centre,+1 905-458-2222,4.7,https://bcvc.info/,bramptonvisitation@bcvc.info
284,Funeral Home,"Meadowvale Cemetery, Cremation and Funeral Centres",+1 905-451-3716,3.8,https://www.mountpleasantgroup.com/locations/meadowvale-cemetery-cremation-and-funeral-centres-brampton,clientfeedback@mountpleasantgroup.com
285,Funeral Home,Dignity Memorial,+1 905-456-8190,5,https://www.dignitymemorial.com/en-ca/funeral-homes/ontario/brampton/andrews-community-funeral-centre-bramalea-chapel/3163,
286,Funeral Home,Affordable Funeral Services,+1 416-270-2436,5,http://www.affordablefuneralservices.ca/,
287,Funeral Home,Assumption Catholic Cemetery & Funeral Home,+1 905-670-8801,4.2,https://www.catholic-cemeteries.ca/cemeteries/assumption-catholic-cemetery/,
289,Funeral Home,Michelle Loraine,+1 416-899-1174,,http://www.michelleloraine.com/,
291,Funeral Home,Bingham's Funeral Homes Supplies,+1 416-752-1111,,http://www.binghamsfuneralhomessupplies.com/,eben@eyebytes.com; filler@godaddy.com
292,Funeral Home,Everest Funeral,+1 800-913-8318,,http://everestfuneral.ca/,contact@everestfuneral.com; mediainquiries@everestfuneral.com
293,Auto Dealership,Brampton Auto Mall,+1 844-863-2801,4,http://www.bramptonautomall.ca/,hhernandez@convertus.com; jane@gmail.com; nom@exemple.com
294,Auto Dealership,22G Auto Sales Ltd.,+1 855-355-0022,4.8,http://www.22gautosales.com/,wheels@22gautosales.com
295,Auto Dealership,Ca Auto Sales,+1 905-796-2800,4.9,http://www.caautosales.ca/,sales@caautosales.ca
296,Auto Dealership,AUTO FREAK,+1 905-571-2777,4.7,https://www.autofreak.ca/,autofreakgroup@gmail.com
297,Auto Dealership,Brampton Auto Center,+1 647-631-8755,4.8,https://www.bramptonautocenter.ca/,info@bramptonautocenter.ca
298,Auto Dealership,10x Fine Auto Inc,+1 647-521-8080,4.8,https://www.10xfineauto.ca/cars,10xfineauto@gmail.com
299,Auto Dealership,# 9 Auto Sales Ltd,+1 905-450-0009,4.1,http://www.9autosales.ca/,
300,Auto Dealership,Nawab Motors,+1 905-874-9494,4.6,https://www.nawabmotors.ca/,sales@nawabmotors.ca
301,Auto Dealership,Mr Singh Auto Sale,+1 289-200-0085,4.8,https://www.boostautoandtrucksales.com/,
303,Auto Dealership,Auto Crew Sales,+1 647-331-3295,4.1,https://autocrewsales.com/,autocrewsales@gmail.com
304,Auto Dealership,Toronto Car Sales & Auto Service,+1 416-727-1270,4.4,http://torontocarsale.com/,
305,Auto Dealership,Noble Auto Hut,+1 905-799-6565,4.6,http://noblecarsales.com/,
306,Auto Dealership,DIAMOND AUTO SALES,+1 416-274-9773,4.8,http://www.diamondautosales.ca/,dmndautosales@gmail.com
307,Auto Dealership,Wmz Auto Sales,+1 905-455-2121,4.2,https://www.wmzauto.ca/,
308,Auto Dealership,Gedi Route Cars,+1 905-247-8040,4.8,https://www.grcars.ca/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary,sukhmandeepkang25@gmail.com
309,Auto Dealership,Affordable Used Car Sales Inc.,+1 416-303-9494,4.4,https://affordablecars4sales.ca/,
310,Auto Dealership,ACEZ AUTO SALES,+1 905-872-7367,4.5,https://www.acezauto.com/,sales@acezauto.com
311,Auto Dealership,First Motors,+1 905-452-3000,4.8,http://www.firstmotors.ca/,info@firstmotors.ca; sales@firstmotors.ca
313,Private School / Tutoring,Learn With Ashina,+1 289-996-3639,5,https://learnwithashina.com/,learnwithashina@gmail.com
314,Private School / Tutoring,The Educators Academy (Private High School & Tutoring Service),+1 905-654-4646,4.6,http://www.educatorsacademy.ca/,educatoracademy.can@gmail.com
315,Private School / Tutoring,Xpert Tutoring & Private High School,+1 647-968-0258,4.9,https://xpertlearns.com/,info@xpertlearn.com; webmaster@xpertlearns.com
316,Private School / Tutoring,"Academy for Mathematics & English, Dusk",+1 289-201-7000,4.9,http://www.tutoringacademy.ca/locations/ontario/dusk.php,
317,Private School / Tutoring,Hakam Academy of Learning Tutoring,+1 647-382-4254,5,https://www.hakamacademyoflearning.com/,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 54b4aac306184111a223c0f4aea635c3@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com; contact@hakamacademyoflearning.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com
318,Private School / Tutoring,Scholars of Brampton North,+1 905-495-9998,4.8,https://www.scholarsed.com/locations/brampton-north/,BramptonNorth@ScholarsEd.com; Info@ScholarsED.com
319,Private School / Tutoring,XLence Learning,+1 647-299-6479,5,http://xlencelearning.ca/,info@xlencelearing.ca
320,Private School / Tutoring,Accts Tutoring Services,+1 647-473-8911,4.9,http://www.acctstutoringservices.com/,AcctsTutoringServices@gmail.com; acctstutoringservices@gmail.com; AcctsTutoringServices@gmail.com; acctstutoringservices@gmail.com
321,Private School / Tutoring,Oxford Learning Brampton North,+1 647-724-5323,4.5,https://oxfordlearning.com/locations/brampton-north-tutoring/,
322,Private School / Tutoring,Scholars of Brampton East,+1 905-792-2220,4.9,https://www.scholarsed.com/locations/brampton-east/,Info@ScholarsED.com; BramptonEast@ScholarsEd.com
323,Private School / Tutoring,Shafi Education | Tutoring,+1 905-495-4545,4.7,http://www.shafiedu.com/,info@shafiedu.com
324,Private School / Tutoring,GD Academy,+1 416-670-2981,4.9,http://gdacademy.ca/,gd.academy@yahoo.com
325,Private School / Tutoring,"Brampton Stars Learning Academy | ELEMENTARY SCHOOL, $20 TUTORING K-12 & $50 DAILY CAMPS",+1 647-996-0389,5,http://www.bramptonstars.ca/,micah@micahrich.com
326,Private School / Tutoring,SS Education,+1 905-514-7827,4.9,https://sseducation.ca/,contact@superstaracademy.ca
327,Private School / Tutoring,Excel Your Education LTD,+1 647-271-7654,5,http://www.excelyouredu.ca/,filler@godaddy.com; micah@micahrich.com
329,Private School / Tutoring,Innocent Hearts Secondary School,+1 647-293-9906,4.9,http://www.innocenthearts.ca/?utm_source=GoogleMaps&utm_medium=Maps&utm_campaign=Local,
330,Private School / Tutoring,"Academy for Mathematics & English, Shopper's World",+1 905-455-5525,4.8,http://www.tutoringacademy.ca/locations/ontario/shoppersworld.php,
333,Dental Clinic,Northgate Smiles Dental Clinic,+1 905-458-4111,4.9,http://www.northgatesmiles.ca/,info@northgatesmiles.ca
334,Dental Clinic,North Park Family Dental Care,+1 905-789-8116,4.9,https://www.porterdentistry.ca/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,northparkdental@drcrisol.com
335,Dental Clinic,Sunny Meadow Dentistry,+1 905-487-0708,4.9,http://sunnymeadowdentistry.com/,info.sunnymeadow@gmail.com
336,Dental Clinic,Smileton Dental,+1 905-459-8898,4.8,http://smiletondental.ca/,dentist@smileton.ca; info@smiletondental.ca
337,Dental Clinic,Bram Park Dentistry Dental Clinic,+1 905-791-1200,4.7,https://bramparkdentistry.com/,bramparkdentistry@gmail.com
338,Dental Clinic,Spring Meadows Dental Clinic,+1 905-458-3344,4.7,https://www.springmeadowsdental.com/,info@drdanewalia.com
339,Dental Clinic,Bramdale Dental,+1 905-790-2345,4.6,https://www.bramdaledentaloffice.com/,info@bramdaledentaloffice.com
340,Dental Clinic,Dental Studio - Bramalea Rd.,+1 905-792-2221,4.5,https://dentalstudiogta.com/locations/dental-studio-gta-bramalea/,info@sterlingdental.com
341,Dental Clinic,Peel Dental Care,+1 905-791-4000,4.9,http://www.peeldentalcare.com/,office@peeldental.com
343,Dental Clinic,Hakeem Dental,+1 905-792-9922,4.7,http://www.hakeemdental.ca/,7hilldental@gmail.com; info@bovairdsmilesdental.ca; veteransdrdental@gmail.com
344,Dental Clinic,Dentistry In Springdale,+1 905-799-2224,4.8,http://roopalisharmadental.ca/,
345,Dental Clinic,Lakeridge Dental Brampton,+1 905-451-8600,4.5,https://lakeridgedental.ca/,
346,Dental Clinic,Keshavarz Dental Clinic in Brampton,+1 905-791-3867,4.8,https://www.keshavarzdentistry.com/,
347,Dental Clinic,Airport Bovaird Family Dentistry,+1 905-789-8400,4.6,https://airportbovairddentistry.ca/,airportbovaird@gmail.com
348,Dental Clinic,Springdale Family Dental,+1 365-977-7756,4.7,https://springdalefamilydental.ca/,info@springdalefamilydental.ca
349,Dental Clinic,Trinity Dental Centre,+1 905-792-7645,4.7,http://www.trinitydental.ca/,
350,Dental Clinic,Salvaggio Dentistry,+1 289-569-0721,4.7,https://www.salvaggiodentistry.ca/,salvaggiodentistry@gmail.com; smile@salvaggiodentistry.ca
351,Dental Clinic,Sorriso Dental Care,+1 416-822-6751,5,https://sorrisodental.care/,impallari@gmail.com
352,Medical Center,Howden Medical Clinic in Brampton,+1 905-790-2666,3.4,https://www.howdenmedicalclinic.com/,info@howdenmedicalclinic.com
354,Medical Center,Castleport Medical Centre and Walk-in Clinic,+1 905-799-8080,2.9,http://www.castleportmedical.com/,castleportmedical2@gmail.com
357,Medical Center,Sunnyvale Medical Centre & Pharmacy,,4.2,http://www.sunnyvalemed.com/,
358,Medical Center,Northgate Doctors Office,+1 905-458-4771,2.6,https://northgateclinic.com/,contact@northgateclinic.com
359,Medical Center,WELL Health Medical Centres - Bramalea City Centre,,2.3,https://wellclinics.ca/properties/well-health-medical-centres-bramalea/,fallback-thumbnail@2x.jpg; mens_health-thumbnail@2x-1.jpg; obstetrics-thumbnail@2x.jpg; physiotherapy_allied_health-thumbnail@2x.jpg; womens_health-thumbnail@2x.jpg
360,Medical Center,Lakeridge Medical,+1 905-497-8155,4.7,https://lakeridgemedical.ca/,dhrumil@ammc.ca; info@lakeridgemedical.ca
361,Medical Center,Vantage Medical Center,+1 905-789-9915,3.8,https://vantagemedical.ca/,
363,Medical Center,TMU Integrated Health Centre,+1 416-542-5895,4.3,https://www.torontomu.ca/integrated-health-centres/,ihc@torontomu.ca; ihc@torontomu.ca
365,Medical Center,CompassCare Medical & Walk-in Clinic,+1 905-863-1466,4.2,https://compassmd.ca/,info@compassmd.ca; info@indiantypefoundry.com
366,Medical Center,Vital Urgent Care Centre Brampton East,+1 905-458-4501,3.2,https://vitalurgentcare.ca/brampton/,
367,Physiotherapy Clinic,DRS Physio & Wellness,+1 905-793-5554,4.9,https://drsphysioandwellness.com/,drsphysio105@gmail.com; haninder.dhillon@gmail.com
368,Physiotherapy Clinic,Complete Physio & Sports Rehab,+1 905-595-2848,4.9,http://www.completephysiorehab.ca/,info@completephysiorehab.ca
369,Physiotherapy Clinic,Brampton Physiocare & Wellness Clinic,+1 905-497-1311,4.8,https://www.bramptonpcw.com/,
370,Physiotherapy Clinic,Lifemark Physiotherapy North Bramalea,+1 905-790-1269,4.7,https://www.lifemark.ca/North-Bramalea?utm_source=gmb&utm_medium=organic,northbramalea@lifemark.ca; northbramalea@lifemark.ca
371,Physiotherapy Clinic,Active Physiotherapy Brampton,+1 647-559-6121,5,https://activephysiobrampton.com/,
372,Physiotherapy Clinic,Alpha Physiotherapy And Rehab,+1 905-789-0123,4.9,http://www.alphaphysio.ca/,info@alphaphysio.ca
373,Physiotherapy Clinic,Access Physiotherapy,+1 905-792-0050,4.7,https://www.accessphysio.ca/,info@accesshealthcentre.ca; info@accessphysio.ca
374,Physiotherapy Clinic,Complete Rehab Centre,+1 905-789-1290,4.8,http://completerehab.ca/,
375,Physiotherapy Clinic,Rejuvenate Physiotherapy & Rehabilitation Centre,+1 647-964-6488,4.9,https://rejuvenatephysiorehab.com/,info@rejuvenatephysiorehab.com
376,Physiotherapy Clinic,Myhealth Flow - Physiotherapist in Brampton,+1 905-487-7139,4.7,https://www.myhealthflow.ca/,info@liferehab.ca; info@myhealthflow.ca
